Brand_ID,Brand_Name,Sustainability_Rating,Material_Type,Eco_Friendly_Manufacturing,Carbon_Footprint_MT,Water_Usage_Liters,Waste_Production_KG,Recycling_Programs
BRAND-2268,Brand_2268,D,Tencel,No,16.17,1651339.58,58327.44,Yes
BRAND-2269,Brand_2269,C,Bamboo Fabric,Yes,480.43,1291685.13,62277.75,Yes
BRAND-2270,Brand_2270,B,Hemp,Yes,30.12,4244253.49,18190.79,No
BRAND-2271,Brand_2271,D,Recycled Polyester,Yes,424.75,3716311.1,42041.33,Yes
BRAND-2272,Brand_2272,A,Hemp,Yes,166.04,3585388.34,19488.59,Yes
BRAND-2273,Brand_2273,A,Bamboo Fabric,Yes,333.07,2556455.27,59038.77,No
BRAND-2274,Brand_2274,B,Vegan Leather,Yes,207.57,3978021.02,73051.43,No
BRAND-2275,Brand_2275,C,Vegan Leather,Yes,73.46,1180569.35,81428.2,No
BRAND-2276,Brand_2276,D,Organic Cotton,No,407.88,1485317.2,41384.76,Yes
BRAND-2277,Brand_2277,A,Vegan Leather,No,110.36,1657579.68,80352.56,No
BRAND-2278,Brand_2278,D,Hemp,No,340.51,649634.93,2074.73,Yes
BRAND-2279,Brand_2279,C,Tencel,No,432.56,2262976.06,35525.52,No
BRAND-2280,Brand_2280,B,Hemp,No,412.05,1762895,62197.18,Yes
BRAND-2281,Brand_2281,B,Organic Cotton,Yes,84.5,4417998.49,62249.96,Yes
BRAND-2282,Brand_2282,D,Bamboo Fabric,Yes,196.02,114423.91,94317.86,Yes
BRAND-2283,Brand_2283,A,Tencel,No,261.15,1056323.83,98974.59,No
BRAND-2284,Brand_2284,A,Vegan Leather,Yes,451.12,760775.91,19874.55,No
BRAND-2285,Brand_2285,A,Tencel,No,6.25,1366189.88,55181.13,Yes
BRAND-2286,Brand_2286,B,Recycled Polyester,Yes,286.63,3063887.46,61403.32,Yes
BRAND-2287,Brand_2287,B,Organic Cotton,Yes,59.85,2265906.89,51415,Yes
BRAND-2288,Brand_2288,C,Bamboo Fabric,Yes,199.19,2208277.05,69307.07,No
BRAND-2289,Brand_2289,B,Vegan Leather,No,64.89,2588946.21,19376.56,Yes
BRAND-2290,Brand_2290,B,Hemp,Yes,452.02,3262784.99,98228.06,Yes
BRAND-2291,Brand_2291,B,Bamboo Fabric,No,477.4,486952.3,22732.52,No
BRAND-2292,Brand_2292,D,Organic Cotton,No,225.83,1904224.89,42501.96,No
BRAND-2293,Brand_2293,D,Bamboo Fabric,Yes,325.5,1387687.62,75045.41,Yes
BRAND-2294,Brand_2294,B,Organic Cotton,No,270.52,1619944.2,3093.6,Yes
BRAND-2295,Brand_2295,A,Tencel,Yes,255.12,1833620.74,90666.37,No
BRAND-2296,Brand_2296,A,Bamboo Fabric,No,71.78,3886459.92,25687.89,No
BRAND-2297,Brand_2297,D,Recycled Polyester,No,62.63,3204877.65,34867.52,Yes
BRAND-2298,Brand_2298,C,Recycled Polyester,No,254.71,2967719.66,16125.55,No
BRAND-2299,Brand_2299,C,Recycled Polyester,No,358.81,4220663.99,98689.53,Yes
BRAND-2300,Brand_2300,D,Organic Cotton,No,129.27,2565731.58,62895.68,Yes
BRAND-2301,Brand_2301,D,Hemp,No,60.68,4978745.18,35041.72,No
BRAND-2302,Brand_2302,D,Hemp,No,308.5,4649259.9,62538.09,No
BRAND-2303,Brand_2303,C,Tencel,No,252.57,4094090.91,97362.53,No
BRAND-2304,Brand_2304,A,Vegan Leather,No,367.41,3532988.79,26843.03,No
BRAND-2305,Brand_2305,C,Organic Cotton,Yes,354.35,844401.28,97052.1,Yes
BRAND-2306,Brand_2306,D,Bamboo Fabric,Yes,410.82,3516300.61,55042.37,Yes
BRAND-2307,Brand_2307,B,Tencel,Yes,322.27,2372753.97,27708.6,Yes
BRAND-2308,Brand_2308,B,Organic Cotton,Yes,69.58,566043.3,96544.92,No
BRAND-2309,Brand_2309,D,Organic Cotton,No,30.65,4110327.58,70404.94,Yes
BRAND-2310,Brand_2310,C,Hemp,No,270.72,4575969.36,36009.4,No
BRAND-2311,Brand_2311,A,Vegan Leather,No,217.87,829839.77,76731.06,Yes
BRAND-2312,Brand_2312,C,Tencel,Yes,240.42,2194711.35,10442.69,Yes
BRAND-2313,Brand_2313,C,Hemp,No,271.96,2749958.25,55469.72,No
BRAND-2314,Brand_2314,A,Tencel,Yes,434.44,3848225.43,22067.19,No
BRAND-2315,Brand_2315,A,Tencel,No,451.61,1111346.81,23142.57,No
BRAND-2316,Brand_2316,C,Recycled Polyester,Yes,175.94,1707107.69,54169.87,No
BRAND-2317,Brand_2317,D,Vegan Leather,Yes,72.73,483075.26,50512.33,No
BRAND-2318,Brand_2318,B,Bamboo Fabric,No,102.44,3295264.71,82095.93,Yes
BRAND-2319,Brand_2319,D,Vegan Leather,Yes,190.23,865666.73,38256.08,No
BRAND-2320,Brand_2320,B,Organic Cotton,No,31.94,559906.91,14629.95,No
BRAND-2321,Brand_2321,C,Hemp,Yes,351.04,3931709.07,63919.31,Yes
BRAND-2322,Brand_2322,B,Tencel,No,489.31,4797105.09,68252.24,No
BRAND-2323,Brand_2323,D,Recycled Polyester,Yes,101.71,3794756.23,34451.59,No
BRAND-2324,Brand_2324,B,Bamboo Fabric,Yes,338.38,1481764.43,55779.29,Yes
BRAND-2325,Brand_2325,C,Recycled Polyester,Yes,454.39,4248926.53,10203.41,No
BRAND-2326,Brand_2326,B,Vegan Leather,No,269.98,4744408.67,57703.42,Yes
BRAND-2327,Brand_2327,A,Hemp,No,238.49,4209628.59,48741.13,Yes
BRAND-2328,Brand_2328,A,Vegan Leather,No,144.48,713821.42,29536.24,No
BRAND-2329,Brand_2329,D,Recycled Polyester,Yes,455.53,2899541.23,72311.51,Yes
BRAND-2330,Brand_2330,C,Organic Cotton,Yes,478.49,846041.59,61895.7,Yes
BRAND-2331,Brand_2331,A,Hemp,Yes,251.83,885206.65,18065.2,No
BRAND-2332,Brand_2332,C,Organic Cotton,No,37.38,394277.18,61902.03,No
BRAND-2333,Brand_2333,A,Organic Cotton,No,255.39,361355.97,93231.76,Yes
BRAND-2334,Brand_2334,D,Vegan Leather,Yes,106.39,1231421.31,43406.5,Yes
BRAND-2335,Brand_2335,A,Hemp,Yes,272.78,2553287.8,40300.41,No
BRAND-2336,Brand_2336,B,Organic Cotton,No,74.62,3472161.94,65313.94,Yes
BRAND-2337,Brand_2337,D,Hemp,No,68.07,1337272.9,38165.86,Yes
BRAND-2338,Brand_2338,A,Vegan Leather,No,416.59,4163648.26,83696.62,Yes
BRAND-2339,Brand_2339,D,Recycled Polyester,Yes,49.55,516157.33,31532.96,Yes
BRAND-2340,Brand_2340,A,Hemp,Yes,76.28,3090352.86,15964.94,Yes
BRAND-2341,Brand_2341,D,Bamboo Fabric,Yes,174.48,1998995.43,49387.77,Yes
BRAND-2342,Brand_2342,D,Recycled Polyester,No,175.97,194376.46,71049.02,No
BRAND-2343,Brand_2343,C,Hemp,Yes,53.9,4600736.68,70208.95,No
BRAND-2344,Brand_2344,B,Hemp,No,224.23,4583605.14,90553.51,Yes
BRAND-2345,Brand_2345,B,Bamboo Fabric,Yes,311.34,4094186.18,20798.78,Yes
BRAND-2346,Brand_2346,C,Recycled Polyester,No,147.39,166295.25,1477.36,No
BRAND-2347,Brand_2347,B,Vegan Leather,Yes,87.14,185692.14,87499.33,Yes
BRAND-2348,Brand_2348,D,Organic Cotton,No,365.04,340475.7,90197.54,Yes
BRAND-2349,Brand_2349,B,Vegan Leather,No,170.48,3641808.17,90347.17,No
BRAND-2350,Brand_2350,B,Recycled Polyester,No,149.66,326837.24,89883.99,No
BRAND-2351,Brand_2351,C,Bamboo Fabric,No,476.46,4821891.58,3765.41,No
BRAND-2352,Brand_2352,A,Organic Cotton,No,293.34,581016.27,52652.46,No
BRAND-2353,Brand_2353,B,Hemp,Yes,238.93,2690354.67,38775.67,No
BRAND-2354,Brand_2354,C,Recycled Polyester,Yes,473.07,279230.02,62678.8,Yes
BRAND-2355,Brand_2355,B,Bamboo Fabric,No,3.67,4665254.32,69507.25,Yes
BRAND-2356,Brand_2356,C,Bamboo Fabric,No,61.56,3305602.68,80940.45,No
BRAND-2357,Brand_2357,D,Vegan Leather,Yes,314.19,272100.45,11445.68,No
BRAND-2358,Brand_2358,A,Vegan Leather,Yes,452.19,1168123.88,95525.7,Yes
BRAND-2359,Brand_2359,B,Recycled Polyester,No,208.03,1107907.09,55335.35,No
BRAND-2360,Brand_2360,B,Organic Cotton,Yes,365.96,1668637.3,47776.47,Yes
BRAND-2361,Brand_2361,A,Hemp,No,328.48,3417246.67,58306.72,Yes
BRAND-2362,Brand_2362,C,Tencel,No,21.34,2810086.18,98400.16,Yes
BRAND-2363,Brand_2363,A,Tencel,Yes,404.65,4116796.62,20965.12,Yes
BRAND-2364,Brand_2364,D,Organic Cotton,Yes,88.87,3580263.26,30074.41,Yes
BRAND-2365,Brand_2365,C,Hemp,No,460.57,2663424.09,26279.39,No
BRAND-2366,Brand_2366,A,Vegan Leather,No,69.86,4419346.63,75373.06,No
BRAND-2367,Brand_2367,D,Hemp,Yes,70.71,1557452.3,76277.62,No
BRAND-2368,Brand_2368,C,Tencel,Yes,115.57,2913987.35,11729.82,Yes
BRAND-2369,Brand_2369,D,Vegan Leather,Yes,233.01,954511.47,74355.03,No
BRAND-2370,Brand_2370,B,Recycled Polyester,No,323,1996667.93,43109.2,No
BRAND-2371,Brand_2371,C,Recycled Polyester,No,44.55,2743501.28,46949.73,No
BRAND-2372,Brand_2372,C,Recycled Polyester,No,337.94,1537154.47,99835.7,No
BRAND-2373,Brand_2373,C,Vegan Leather,No,31.52,1603402.07,96019.45,Yes
BRAND-2374,Brand_2374,D,Recycled Polyester,Yes,389.39,585423.72,67726.93,No
BRAND-2375,Brand_2375,A,Organic Cotton,No,199.22,3818050.73,6201.74,Yes
BRAND-2376,Brand_2376,C,Tencel,No,29.01,1110283.02,65818.49,No
BRAND-2377,Brand_2377,C,Tencel,No,65.92,3124014.62,47790.56,Yes
BRAND-2378,Brand_2378,C,Recycled Polyester,Yes,198.95,1473301.89,64159.34,No
BRAND-2379,Brand_2379,C,Tencel,No,29.5,2175886.14,4088.95,Yes
BRAND-2380,Brand_2380,A,Recycled Polyester,No,335.3,4828043.5,24968.73,No
BRAND-2381,Brand_2381,A,Organic Cotton,Yes,401.91,244799.26,66885.98,Yes
BRAND-2382,Brand_2382,C,Tencel,Yes,270.44,3460658.1,35783.68,No
BRAND-2383,Brand_2383,D,Hemp,No,300.55,3387838.62,99701.56,Yes
BRAND-2384,Brand_2384,C,Vegan Leather,No,262.37,2851588.81,31192.98,Yes
BRAND-2385,Brand_2385,C,Organic Cotton,Yes,390.51,2201237.85,19984.96,No
BRAND-2386,Brand_2386,C,Recycled Polyester,Yes,154.34,4922085.67,28423.18,No
BRAND-2387,Brand_2387,A,Organic Cotton,Yes,73.43,2029274.77,63646.62,Yes
BRAND-2388,Brand_2388,D,Recycled Polyester,Yes,349.16,2045179.01,24398.81,Yes
BRAND-2389,Brand_2389,B,Hemp,Yes,396.8,3943343.78,35812.69,No
BRAND-2390,Brand_2390,C,Tencel,No,359.92,2133283.44,16293.36,Yes
BRAND-2391,Brand_2391,A,Hemp,Yes,362.25,4221045.43,81310.13,No
BRAND-2392,Brand_2392,C,Bamboo Fabric,Yes,469.52,2115090.28,48907.52,No
BRAND-2393,Brand_2393,B,Organic Cotton,Yes,137.19,3090949.18,32825.31,Yes
BRAND-2394,Brand_2394,A,Recycled Polyester,No,38.12,4710831.64,74071.99,No
BRAND-2395,Brand_2395,B,Recycled Polyester,Yes,226.57,4283327.1,40660.04,No
BRAND-2396,Brand_2396,A,Bamboo Fabric,No,27.78,1400726.3,12344.74,No
BRAND-2397,Brand_2397,B,Bamboo Fabric,No,462.72,338431.62,48281.32,Yes
BRAND-2398,Brand_2398,C,Bamboo Fabric,No,243.44,844671.86,80319.17,Yes
BRAND-2399,Brand_2399,B,Recycled Polyester,No,128.33,3122360.67,40394.85,Yes
BRAND-2400,Brand_2400,C,Vegan Leather,No,59.49,1818866.08,33120.26,No
BRAND-2401,Brand_2401,C,Bamboo Fabric,Yes,417.96,305040.88,63409.54,No
BRAND-2402,Brand_2402,D,Bamboo Fabric,No,41.19,1041639.21,92658.98,No
BRAND-2403,Brand_2403,D,Recycled Polyester,No,52.29,2983792.55,89268.11,Yes
BRAND-2404,Brand_2404,C,Hemp,Yes,55.99,1679909.26,2744.09,No
BRAND-2405,Brand_2405,C,Hemp,Yes,158.93,2658101.32,85598.24,No
BRAND-2406,Brand_2406,C,Vegan Leather,Yes,439.61,4208224.19,5524.65,No
BRAND-2407,Brand_2407,B,Vegan Leather,No,191.98,3178421.05,17451.45,Yes
BRAND-2408,Brand_2408,A,Vegan Leather,Yes,63.72,3712622.22,88138.99,Yes
BRAND-2409,Brand_2409,B,Recycled Polyester,Yes,259.67,1137991.72,75898.39,Yes
BRAND-2410,Brand_2410,C,Hemp,Yes,69.09,822607,84137.77,No
BRAND-2411,Brand_2411,D,Organic Cotton,No,104.84,525029.19,75924.34,No
BRAND-2412,Brand_2412,C,Vegan Leather,No,103.57,3776807.82,95139.49,No
BRAND-2413,Brand_2413,B,Recycled Polyester,No,324.85,1555540.37,95425.69,Yes
BRAND-2414,Brand_2414,C,Tencel,No,57.44,433771.71,92581.23,Yes
BRAND-2415,Brand_2415,A,Tencel,No,168.95,2052562.77,52021.16,No
BRAND-2416,Brand_2416,B,Vegan Leather,No,14.25,1409728.31,47338.26,No
BRAND-2417,Brand_2417,A,Hemp,Yes,131.08,1978872.67,17137.79,Yes
BRAND-2418,Brand_2418,D,Bamboo Fabric,Yes,229.28,1309738.04,52329.91,Yes
BRAND-2419,Brand_2419,C,Recycled Polyester,No,448.62,1007785.17,26353.68,Yes
BRAND-2420,Brand_2420,C,Vegan Leather,No,269.41,562876.55,18181.9,Yes
BRAND-2421,Brand_2421,C,Organic Cotton,Yes,159.16,1184146.99,68861.85,No
BRAND-2422,Brand_2422,A,Recycled Polyester,No,22.98,3593165.53,51790.96,Yes
BRAND-2423,Brand_2423,A,Hemp,Yes,231.69,4108533.42,77990.89,No
BRAND-2424,Brand_2424,A,Organic Cotton,Yes,103.72,4068497.84,26294.9,No
BRAND-2425,Brand_2425,B,Recycled Polyester,Yes,166.75,1339733.32,4568.48,Yes
BRAND-2426,Brand_2426,B,Recycled Polyester,No,31.56,3017113.28,87037.36,Yes
BRAND-2427,Brand_2427,C,Hemp,No,462.4,3644698.38,3712.31,Yes
BRAND-2428,Brand_2428,C,Recycled Polyester,Yes,449.78,2321578.74,17453.94,No
BRAND-2429,Brand_2429,A,Bamboo Fabric,No,438.78,1550100.97,43941.71,Yes
BRAND-2430,Brand_2430,B,Vegan Leather,No,108.22,4618329.51,95913.21,No
BRAND-2431,Brand_2431,D,Hemp,Yes,233.24,3090975.89,64640.01,No
BRAND-2432,Brand_2432,C,Tencel,Yes,227.95,2327384.05,63669.43,No
BRAND-2433,Brand_2433,C,Recycled Polyester,Yes,95.41,1333161.81,1327.75,Yes
BRAND-2434,Brand_2434,B,Tencel,No,297.19,96479.82,50910.75,Yes
BRAND-2435,Brand_2435,D,Organic Cotton,No,311.22,4248023,85862.03,Yes
BRAND-2436,Brand_2436,B,Bamboo Fabric,No,50.36,2114560.4,19717.98,Yes
BRAND-2437,Brand_2437,C,Hemp,No,359.05,3146568.21,74672.59,No
BRAND-2438,Brand_2438,A,Hemp,No,225.23,4046128.84,51280.21,Yes
BRAND-2439,Brand_2439,C,Vegan Leather,Yes,17.47,2699137.33,52660.4,No
BRAND-2440,Brand_2440,A,Bamboo Fabric,Yes,463.7,2563706.67,5666.35,No
BRAND-2441,Brand_2441,C,Bamboo Fabric,No,66.27,3475064.7,56482.03,No
BRAND-2442,Brand_2442,D,Bamboo Fabric,Yes,369.98,3805283.47,92702.59,No
BRAND-2443,Brand_2443,C,Recycled Polyester,Yes,359.21,4299162.75,13550.7,No
BRAND-2444,Brand_2444,D,Vegan Leather,Yes,318.9,3069617.53,64780.26,Yes
BRAND-2445,Brand_2445,C,Hemp,No,491.9,360695.94,27261.61,No
BRAND-2446,Brand_2446,B,Bamboo Fabric,No,234.3,4593411.97,21599.74,Yes
BRAND-2447,Brand_2447,B,Bamboo Fabric,Yes,37.69,2810930.29,37806.37,No
BRAND-2448,Brand_2448,C,Recycled Polyester,No,212.91,4324674.91,75534.12,No
BRAND-2449,Brand_2449,A,Bamboo Fabric,Yes,415.65,2914267.72,99624.84,Yes
BRAND-2450,Brand_2450,A,Organic Cotton,Yes,378.33,4386996.33,47591.06,No
BRAND-2451,Brand_2451,A,Tencel,No,275.31,4173168.95,28147.91,No
BRAND-2452,Brand_2452,B,Bamboo Fabric,Yes,467.67,1733934.42,39485.15,No
BRAND-2453,Brand_2453,B,Tencel,No,76.39,1445671,98249.4,Yes
BRAND-2454,Brand_2454,A,Tencel,Yes,424.9,4874604.13,78672.93,No
BRAND-2455,Brand_2455,A,Hemp,No,305.69,198712.61,22531.5,No
BRAND-2456,Brand_2456,D,Organic Cotton,No,7.06,2311962.1,11238.67,No
BRAND-2457,Brand_2457,B,Vegan Leather,No,331.08,4348684.74,72836.66,No
BRAND-2458,Brand_2458,D,Bamboo Fabric,No,267.81,3656229.31,88743.57,Yes
BRAND-2459,Brand_2459,B,Organic Cotton,No,104.42,4197264.4,36250.86,Yes
BRAND-2460,Brand_2460,C,Recycled Polyester,Yes,475.19,1416352.98,64014.92,No
BRAND-2461,Brand_2461,C,Bamboo Fabric,Yes,196.82,3683932.26,71267.8,Yes
BRAND-2462,Brand_2462,D,Recycled Polyester,Yes,100.94,612127.35,54406.02,Yes
BRAND-2463,Brand_2463,B,Bamboo Fabric,Yes,334.37,3562656.17,57782.09,No
BRAND-2464,Brand_2464,C,Organic Cotton,Yes,14.51,4084429.43,71251.24,No
BRAND-2465,Brand_2465,C,Recycled Polyester,No,281.89,1793996.55,29151.39,Yes
BRAND-2466,Brand_2466,A,Bamboo Fabric,Yes,281.48,1804342.53,71185.96,Yes
BRAND-2467,Brand_2467,A,Hemp,Yes,26.39,3820637.37,42290.52,No
BRAND-2468,Brand_2468,C,Hemp,No,75.25,492919.36,14295.31,Yes
BRAND-2469,Brand_2469,B,Organic Cotton,Yes,117.9,876436.12,13487.84,Yes
BRAND-2470,Brand_2470,A,Bamboo Fabric,No,164.97,3197873.37,23161.33,Yes
BRAND-2471,Brand_2471,D,Vegan Leather,Yes,382.64,547049.01,76666.64,Yes
BRAND-2472,Brand_2472,D,Bamboo Fabric,Yes,253.16,3874253.88,21103.21,No
BRAND-2473,Brand_2473,D,Bamboo Fabric,Yes,16.2,3615616.59,35799,Yes
BRAND-2474,Brand_2474,D,Organic Cotton,No,267.94,345277.61,6370.9,Yes
BRAND-2475,Brand_2475,D,Recycled Polyester,No,251.95,3152095.29,74024.52,No
BRAND-2476,Brand_2476,B,Tencel,No,352.32,2864164.61,40398.27,No
BRAND-2477,Brand_2477,C,Hemp,No,431.08,2266754.45,36064.15,No
BRAND-2478,Brand_2478,C,Vegan Leather,Yes,311.21,2315192.49,73805.62,No
BRAND-2479,Brand_2479,C,Recycled Polyester,Yes,461.58,3487156.46,88486.28,No
BRAND-2480,Brand_2480,D,Hemp,No,483.94,2178226.83,9625.66,Yes
BRAND-2481,Brand_2481,A,Bamboo Fabric,No,339.45,3096942.4,39431.22,Yes
BRAND-2482,Brand_2482,D,Bamboo Fabric,Yes,450.67,674147.7,9287.57,No
BRAND-2483,Brand_2483,C,Recycled Polyester,No,149.91,3788683.73,38027.87,No
BRAND-2484,Brand_2484,D,Vegan Leather,Yes,28.37,872885.12,87647.3,Yes
BRAND-2485,Brand_2485,B,Organic Cotton,Yes,230.92,2970359.87,60607.75,No
BRAND-2486,Brand_2486,C,Bamboo Fabric,Yes,419.47,3630329.34,77914.66,No
BRAND-2487,Brand_2487,A,Vegan Leather,No,204.92,4308756.14,2365.15,Yes
BRAND-2488,Brand_2488,B,Vegan Leather,Yes,291.43,2368300.96,14916,Yes
BRAND-2489,Brand_2489,D,Tencel,Yes,107.4,2024080.24,85811.76,No
BRAND-2490,Brand_2490,C,Vegan Leather,No,376.35,2602551.37,21114.25,Yes
BRAND-2491,Brand_2491,B,Organic Cotton,No,130.22,1029826.58,45411.41,Yes
BRAND-2492,Brand_2492,A,Vegan Leather,Yes,63.51,963919.47,79782.94,No
BRAND-2493,Brand_2493,C,Recycled Polyester,No,427.37,3948525.95,82003.08,No
BRAND-2494,Brand_2494,B,Hemp,Yes,197.15,1699872.85,54721.24,Yes
BRAND-2495,Brand_2495,C,Organic Cotton,Yes,488,2313994.73,67885.08,Yes
BRAND-2496,Brand_2496,D,Bamboo Fabric,No,230.93,873522.17,88649.91,Yes
BRAND-2497,Brand_2497,C,Organic Cotton,Yes,298.06,4865368.84,51702.18,No
BRAND-2498,Brand_2498,D,Bamboo Fabric,Yes,176.15,379496.32,19197.34,Yes
BRAND-2499,Brand_2499,A,Bamboo Fabric,Yes,365.44,1406463.57,13530.05,Yes
BRAND-2500,Brand_2500,C,Vegan Leather,Yes,201.2,2944585.54,96839.71,No
BRAND-2501,Brand_2501,B,Organic Cotton,No,44.88,4538357.36,68445.83,Yes
BRAND-2502,Brand_2502,C,Organic Cotton,No,494.05,415585.8,17497.36,Yes
BRAND-2503,Brand_2503,A,Tencel,Yes,276.99,4019499.89,46249.91,No
BRAND-2504,Brand_2504,A,Vegan Leather,Yes,28.91,1920662.22,17190.34,No
BRAND-2505,Brand_2505,A,Recycled Polyester,Yes,101.89,81446.99,11490.76,No
BRAND-2506,Brand_2506,A,Recycled Polyester,No,140.07,3213505.28,78935.44,No
BRAND-2507,Brand_2507,A,Organic Cotton,No,337.2,466249.42,25003.48,No
BRAND-2508,Brand_2508,D,Tencel,Yes,167.2,4196493.27,66043.78,No
BRAND-2509,Brand_2509,C,Organic Cotton,Yes,482.43,296980.98,84558.85,Yes
BRAND-2510,Brand_2510,C,Vegan Leather,No,499.1,861878.24,44698,Yes
BRAND-2511,Brand_2511,A,Tencel,No,494.13,2207158.78,88766.29,No
BRAND-2512,Brand_2512,B,Recycled Polyester,Yes,424,2742075.2,9897.32,Yes
BRAND-2513,Brand_2513,D,Organic Cotton,Yes,79.17,4712612.7,66285.86,Yes
BRAND-2514,Brand_2514,C,Hemp,No,415.03,4326261.6,5851.12,No
BRAND-2515,Brand_2515,A,Vegan Leather,No,247.69,1314769.31,18247.21,No
BRAND-2516,Brand_2516,C,Tencel,Yes,483.63,4457356.53,42521.79,No
BRAND-2517,Brand_2517,D,Hemp,No,254.26,687944.66,30042.02,No
BRAND-2518,Brand_2518,B,Hemp,No,163.36,1989050.63,68469.34,Yes
BRAND-2519,Brand_2519,D,Bamboo Fabric,No,182.61,1625445.98,35749.04,Yes
BRAND-2520,Brand_2520,A,Bamboo Fabric,No,67.07,3708798.76,41300.66,Yes
BRAND-2521,Brand_2521,B,Organic Cotton,No,69.51,1009686.29,25344.22,Yes
BRAND-2522,Brand_2522,C,Hemp,Yes,396.12,4126550.58,8885.89,No
BRAND-2523,Brand_2523,A,Bamboo Fabric,No,220.89,1339934.97,7853.64,Yes
BRAND-2524,Brand_2524,B,Bamboo Fabric,Yes,325.65,3056954.38,98131.98,No
BRAND-2525,Brand_2525,B,Bamboo Fabric,No,469.86,4142263.83,66836.04,No
BRAND-2526,Brand_2526,D,Recycled Polyester,No,165.23,2796750.35,72669.02,Yes
BRAND-2527,Brand_2527,B,Bamboo Fabric,Yes,264.8,3865331.28,20602.3,Yes
BRAND-2528,Brand_2528,A,Recycled Polyester,Yes,39.47,4443449.7,83434.67,Yes
BRAND-2529,Brand_2529,C,Vegan Leather,No,394.41,381611.07,50848.63,Yes
BRAND-2530,Brand_2530,B,Vegan Leather,No,261.97,1590748.1,19930.54,Yes
BRAND-2531,Brand_2531,B,Organic Cotton,Yes,75.23,3621746.38,35384.95,Yes
BRAND-2532,Brand_2532,D,Recycled Polyester,No,288.98,903665.68,26129.58,No
BRAND-2533,Brand_2533,A,Bamboo Fabric,No,20.72,2123287.1,1263.32,Yes
BRAND-2534,Brand_2534,B,Recycled Polyester,No,284.44,2463684.58,34474.24,No
BRAND-2535,Brand_2535,B,Tencel,No,476.08,466360.69,55222.11,No
BRAND-2536,Brand_2536,C,Recycled Polyester,No,172.74,3506038.72,3534.44,Yes
BRAND-2537,Brand_2537,C,Bamboo Fabric,Yes,72.89,4945620.14,49427.07,No
BRAND-2538,Brand_2538,C,Organic Cotton,Yes,159.59,3212929.29,64938.57,No
BRAND-2539,Brand_2539,A,Organic Cotton,No,186.88,918000.8,54416.23,Yes
BRAND-2540,Brand_2540,C,Recycled Polyester,No,206.82,4191280.73,11647.47,No
BRAND-2541,Brand_2541,A,Recycled Polyester,Yes,284.67,2725173.13,21054.7,Yes
BRAND-2542,Brand_2542,C,Hemp,Yes,172.76,3495196.09,7349.13,No
BRAND-2543,Brand_2543,A,Bamboo Fabric,Yes,284.63,3698349.06,54113.59,No
BRAND-2544,Brand_2544,A,Tencel,Yes,355.83,3159304.66,19805.45,Yes
BRAND-2545,Brand_2545,C,Recycled Polyester,No,498.54,3036125.03,68882.94,No
BRAND-2546,Brand_2546,B,Hemp,Yes,308.62,2252190.25,92264.19,No
BRAND-2547,Brand_2547,C,Hemp,No,391.19,1265426.81,75787.21,No
BRAND-2548,Brand_2548,A,Hemp,No,418.22,3497048.84,42439.11,Yes
BRAND-2549,Brand_2549,C,Vegan Leather,No,14.58,2057436.42,99538.65,No
BRAND-2550,Brand_2550,A,Organic Cotton,No,253.09,933693.58,51855.95,No
BRAND-2551,Brand_2551,D,Recycled Polyester,Yes,67.96,610682.29,94490.89,No
BRAND-2552,Brand_2552,D,Hemp,No,155.43,2622621.25,50648.11,Yes
BRAND-2553,Brand_2553,C,Hemp,Yes,288.78,1660816.77,46498.49,No
BRAND-2554,Brand_2554,D,Vegan Leather,No,90.25,445499.98,12954.86,Yes
BRAND-2555,Brand_2555,B,Tencel,No,38.3,4687909.32,29642.77,No
BRAND-2556,Brand_2556,C,Recycled Polyester,Yes,278.84,3079898.18,6113.26,Yes
BRAND-2557,Brand_2557,C,Recycled Polyester,No,98.57,2061470.05,15256.7,Yes
BRAND-2558,Brand_2558,A,Bamboo Fabric,Yes,204.44,2500599.55,87668.24,No
BRAND-2559,Brand_2559,C,Tencel,No,302.57,107772.73,61651.14,No
BRAND-2560,Brand_2560,D,Organic Cotton,No,221.66,4867497.47,85114.93,No
BRAND-2561,Brand_2561,B,Vegan Leather,No,341.06,4420814.44,1552.44,Yes
BRAND-2562,Brand_2562,C,Vegan Leather,Yes,132.36,3625432.33,88454.87,No
BRAND-2563,Brand_2563,B,Recycled Polyester,Yes,289.76,626988.12,23685.88,No
BRAND-2564,Brand_2564,B,Vegan Leather,Yes,370.06,891067.39,30771.64,No
BRAND-2565,Brand_2565,D,Hemp,Yes,452.15,3580207.66,81035.1,Yes
BRAND-2566,Brand_2566,A,Organic Cotton,No,272.28,1331362.9,42428.72,Yes
BRAND-2567,Brand_2567,A,Hemp,No,4.08,789317.49,7739.52,No
BRAND-2568,Brand_2568,A,Tencel,Yes,469.03,1161031.52,45560.58,Yes
BRAND-2569,Brand_2569,C,Organic Cotton,No,211.63,3485391.66,73079.93,No
BRAND-2570,Brand_2570,D,Organic Cotton,No,166.51,2689529.66,32123.4,No
BRAND-2571,Brand_2571,D,Recycled Polyester,Yes,104.93,827473.56,86345.23,Yes
BRAND-2572,Brand_2572,B,Vegan Leather,Yes,328.25,627174.29,48240.57,Yes
BRAND-2573,Brand_2573,C,Vegan Leather,No,70.2,1909462.99,41018.07,No
